ball.x, ball.y, ball.vx, ball.vy, player.y
214.0, 274.0, 1, 1, 144.0
216.0, 276.0, 1, 1, 144.0
218.0, 278.0, 1, 1, 144.0
220.0, 280.0, 1, 1, 144.0
222.0, 282.0, 1, 1, 144.0
224.0, 284.0, 1, 1, 144.0
226.0, 286.0, 1, 1, 144.0
228.0, 288.0, 1, 1, 144.0
230.0, 290.0, 1, 1, 144.0
232.0, 292.0, 1, 1, 144.0
234.0, 294.0, 1, 1, 144.0
236.0, 296.0, 1, 1, 144.0
238.0, 298.0, 1, 1, 144.0
240.0, 300.0, 1, 1, 144.0
242.0, 302.0, 1, 1, 144.0
244.0, 304.0, 1, 1, 144.0
246.0, 306.0, 1, 1, 144.0
248.0, 308.0, 1, 1, 144.0
250.0, 310.0, 1, 1, 144.0
252.0, 312.0, 1, 1, 144.0
254.0, 314.0, 1, 1, 144.0
256.0, 316.0, 1, 1, 144.0
258.0, 318.0, 1, 1, 144.0
260.0, 320.0, 1, 1, 144.0
262.0, 322.0, 1, 1, 144.0
264.0, 324.0, 1, 1, 144.0
266.0, 326.0, 1, 1, 144.0
268.0, 328.0, 1, 1, 144.0
270.0, 330.0, 1, 1, 144.0
272.0, 332.0, 1, 1, 144.0
274.0, 334.0, 1, 1, 144.0
276.0, 336.0, 1, 1, 144.0
278.0, 338.0, 1, 1, 144.0
280.0, 340.0, 1, 1, 144.0
282.0, 342.0, 1, 1, 144.0
284.0, 344.0, 1, 1, 144.0
286.0, 346.0, 1, 1, 144.0
288.0, 348.0, 1, 1, 144.0
290.0, 350.0, 1, 1, 144.0
292.0, 352.0, 1, 1, 144.0
294.0, 354.0, 1, 1, 144.0
296.0, 356.0, 1, 1, 144.0
298.0, 358.0, 1, 1, 144.0
300.0, 360.0, 1, 1, 144.0
302.0, 362.0, 1, 1, 144.0
304.0, 364.0, 1, 1, 144.0
306.0, 366.0, 1, 1, 144.0
308.0, 368.0, 1, 1, 144.0
310.0, 370.0, 1, 1, 144.0
312.0, 372.0, 1, 1, 144.0
314.0, 374.0, 1, 1, 144.0
316.0, 376.0, 1, 1, 144.0
318.0, 378.0, 1, 1, 144.0
320.0, 380.0, 1, 1, 144.0
322.0, 382.0, 1, 1, 144.0
324.0, 384.0, 1, 1, 144.0
326.0, 386.0, 1, 1, 144.0
328.0, 388.0, 1, 1, 144.0
330.0, 390.0, 1, 1, 144.0
332.0, 392.0, 1, 1, 144.0
334.0, 394.0, 1, 1, 144.0
336.0, 396.0, 1, 1, 144.0
338.0, 398.0, 1, 1, 144.0
340.0, 400.0, 1, 1, 144.0
342.0, 402.0, 1, 1, 144.0
344.0, 404.0, 1, 1, 144.0
346.0, 406.0, 1, 1, 144.0
348.0, 408.0, 1, 1, 144.0
350.0, 410.0, 1, 1, 144.0
352.0, 412.0, 1, 1, 144.0
354.0, 414.0, 1, 1, 144.0
356.0, 416.0, 1, 1, 144.0
358.0, 418.0, 1, 1, 144.0
360.0, 420.0, 1, 1, 144.0
362.0, 422.0, 1, 1, 144.0
364.0, 424.0, 1, 1, 144.0
366.0, 426.0, 1, 1, 144.0
368.0, 428.0, 1, 1, 144.0
370.0, 430.0, 1, 1, 144.0
372.0, 432.0, 1, 1, 144.0
374.0, 434.0, 1, 1, 144.0
376.0, 436.0, 1, 1, 144.0
378.0, 438.0, 1, 1, 144.0
380.0, 440.0, 1, 1, 144.0
382.0, 442.0, 1, 1, 144.0
384.0, 444.0, 1, 1, 144.0
386.0, 446.0, 1, 1, 144.0
388.0, 444.0, 1, -1, 144.0
390.0, 442.0, 1, -1, 144.0
392.0, 440.0, 1, -1, 144.0
394.0, 438.0, 1, -1, 144.0
396.0, 436.0, 1, -1, 144.0
398.0, 434.0, 1, -1, 144.0
400.0, 432.0, 1, -1, 144.0
402.0, 430.0, 1, -1, 144.0
404.0, 428.0, 1, -1, 144.0
406.0, 426.0, 1, -1, 144.0
408.0, 424.0, 1, -1, 144.0
410.0, 422.0, 1, -1, 144.0
412.0, 420.0, 1, -1, 144.0
414.0, 418.0, 1, -1, 144.0
416.0, 416.0, 1, -1, 144.0
418.0, 414.0, 1, -1, 144.0
420.0, 412.0, 1, -1, 144.0
422.0, 410.0, 1, -1, 144.0
424.0, 408.0, 1, -1, 144.0
426.0, 406.0, 1, -1, 148.0
428.0, 404.0, 1, -1, 152.0
430.0, 402.0, 1, -1, 156.0
432.0, 400.0, 1, -1, 160.0
434.0, 398.0, 1, -1, 164.0
436.0, 396.0, 1, -1, 168.0
438.0, 394.0, 1, -1, 172.0
440.0, 392.0, 1, -1, 176.0
442.0, 390.0, 1, -1, 180.0
444.0, 388.0, 1, -1, 184.0
446.0, 386.0, 1, -1, 188.0
448.0, 384.0, 1, -1, 192.0
450.0, 382.0, 1, -1, 196.0
452.0, 380.0, 1, -1, 200.0
454.0, 378.0, 1, -1, 204.0
456.0, 376.0, 1, -1, 208.0
458.0, 374.0, 1, -1, 212.0
460.0, 372.0, 1, -1, 216.0
462.0, 370.0, 1, -1, 220.0
464.0, 368.0, 1, -1, 224.0
466.0, 366.0, 1, -1, 228.0
468.0, 364.0, 1, -1, 232.0
470.0, 362.0, 1, -1, 236.0
472.0, 360.0, 1, -1, 240.0
474.0, 358.0, 1, -1, 244.0
476.0, 356.0, 1, -1, 248.0
478.0, 354.0, 1, -1, 252.0
480.0, 352.0, 1, -1, 256.0
482.0, 350.0, 1, -1, 256.0
484.0, 348.0, 1, -1, 256.0
486.0, 346.0, 1, -1, 256.0
488.0, 344.0, 1, -1, 256.0
490.0, 342.0, 1, -1, 256.0
492.0, 340.0, 1, -1, 256.0
494.0, 338.0, 1, -1, 256.0
496.0, 336.0, 1, -1, 256.0
498.0, 334.0, 1, -1, 256.0
500.0, 332.0, 1, -1, 256.0
502.0, 330.0, 1, -1, 256.0
504.0, 328.0, 1, -1, 256.0
506.0, 326.0, 1, -1, 256.0
508.0, 324.0, 1, -1, 256.0
510.0, 322.0, 1, -1, 256.0
512.0, 320.0, 1, -1, 256.0
514.0, 318.0, 1, -1, 260.0
516.0, 316.0, 1, -1, 264.0
518.0, 314.0, 1, -1, 268.0
520.0, 312.0, 1, -1, 272.0
522.0, 310.0, 1, -1, 276.0
524.0, 308.0, 1, -1, 280.0
526.0, 306.0, 1, -1, 284.0
528.0, 304.0, 1, -1, 284.0
530.0, 302.0, 1, -1, 284.0
532.0, 300.0, 1, -1, 284.0
534.0, 298.0, 1, -1, 284.0
536.0, 296.0, 1, -1, 284.0
538.0, 294.0, 1, -1, 284.0
540.0, 292.0, 1, -1, 284.0
542.0, 290.0, 1, -1, 280.0
544.0, 288.0, 1, -1, 276.0
546.0, 286.0, 1, -1, 272.0
548.0, 284.0, 1, -1, 268.0
550.0, 282.0, 1, -1, 264.0
552.0, 280.0, 1, -1, 260.0
554.0, 278.0, 1, -1, 256.0
556.0, 276.0, 1, -1, 252.0
558.0, 274.0, 1, -1, 248.0
560.0, 272.0, 1, -1, 244.0
562.0, 270.0, 1, -1, 240.0
564.0, 268.0, 1, -1, 236.0
566.0, 266.0, 1, -1, 236.0
564.0, 264.0, -1, -1, 236.0
562.0, 262.0, -1, -1, 236.0
560.0, 260.0, -1, -1, 236.0
558.0, 258.0, -1, -1, 236.0
556.0, 256.0, -1, -1, 236.0
554.0, 254.0, -1, -1, 236.0
552.0, 252.0, -1, -1, 236.0
550.0, 250.0, -1, -1, 236.0
548.0, 248.0, -1, -1, 236.0
546.0, 246.0, -1, -1, 236.0
544.0, 244.0, -1, -1, 236.0
542.0, 242.0, -1, -1, 236.0
540.0, 240.0, -1, -1, 236.0
538.0, 238.0, -1, -1, 236.0
536.0, 236.0, -1, -1, 236.0
534.0, 234.0, -1, -1, 236.0
532.0, 232.0, -1, -1, 236.0
530.0, 230.0, -1, -1, 236.0
528.0, 228.0, -1, -1, 236.0
526.0, 226.0, -1, -1, 236.0
524.0, 224.0, -1, -1, 236.0
522.0, 222.0, -1, -1, 236.0
520.0, 220.0, -1, -1, 236.0
518.0, 218.0, -1, -1, 236.0
516.0, 216.0, -1, -1, 236.0
514.0, 214.0, -1, -1, 236.0
512.0, 212.0, -1, -1, 236.0
510.0, 210.0, -1, -1, 236.0
508.0, 208.0, -1, -1, 236.0
506.0, 206.0, -1, -1, 236.0
504.0, 204.0, -1, -1, 236.0
502.0, 202.0, -1, -1, 236.0
500.0, 200.0, -1, -1, 236.0
498.0, 198.0, -1, -1, 236.0
496.0, 196.0, -1, -1, 236.0
494.0, 194.0, -1, -1, 236.0
492.0, 192.0, -1, -1, 236.0
490.0, 190.0, -1, -1, 236.0
488.0, 188.0, -1, -1, 236.0
486.0, 186.0, -1, -1, 236.0
484.0, 184.0, -1, -1, 236.0
482.0, 182.0, -1, -1, 236.0
480.0, 180.0, -1, -1, 236.0
478.0, 178.0, -1, -1, 236.0
476.0, 176.0, -1, -1, 236.0
474.0, 174.0, -1, -1, 236.0
472.0, 172.0, -1, -1, 236.0
470.0, 170.0, -1, -1, 236.0
468.0, 168.0, -1, -1, 236.0
466.0, 166.0, -1, -1, 236.0
464.0, 164.0, -1, -1, 236.0
462.0, 162.0, -1, -1, 236.0
460.0, 160.0, -1, -1, 236.0
458.0, 158.0, -1, -1, 236.0
456.0, 156.0, -1, -1, 236.0
454.0, 154.0, -1, -1, 236.0
452.0, 152.0, -1, -1, 236.0
450.0, 150.0, -1, -1, 236.0
448.0, 148.0, -1, -1, 236.0
446.0, 146.0, -1, -1, 236.0
444.0, 144.0, -1, -1, 236.0
442.0, 142.0, -1, -1, 236.0
440.0, 140.0, -1, -1, 236.0
438.0, 138.0, -1, -1, 236.0
436.0, 136.0, -1, -1, 236.0
434.0, 134.0, -1, -1, 236.0
432.0, 132.0, -1, -1, 236.0
430.0, 130.0, -1, -1, 236.0
428.0, 128.0, -1, -1, 236.0
426.0, 126.0, -1, -1, 236.0
424.0, 124.0, -1, -1, 236.0
422.0, 122.0, -1, -1, 236.0
420.0, 120.0, -1, -1, 236.0
418.0, 118.0, -1, -1, 236.0
416.0, 116.0, -1, -1, 236.0
414.0, 114.0, -1, -1, 236.0
412.0, 112.0, -1, -1, 236.0
410.0, 110.0, -1, -1, 236.0
408.0, 108.0, -1, -1, 236.0
406.0, 106.0, -1, -1, 236.0
404.0, 104.0, -1, -1, 236.0
402.0, 102.0, -1, -1, 236.0
400.0, 100.0, -1, -1, 236.0
398.0, 98.0, -1, -1, 236.0
396.0, 96.0, -1, -1, 236.0
394.0, 94.0, -1, -1, 236.0
392.0, 92.0, -1, -1, 236.0
390.0, 90.0, -1, -1, 236.0
388.0, 88.0, -1, -1, 236.0
386.0, 86.0, -1, -1, 236.0
384.0, 84.0, -1, -1, 236.0
382.0, 82.0, -1, -1, 236.0
380.0, 80.0, -1, -1, 236.0
378.0, 78.0, -1, -1, 236.0
376.0, 76.0, -1, -1, 236.0
374.0, 74.0, -1, -1, 236.0
372.0, 72.0, -1, -1, 236.0
370.0, 70.0, -1, -1, 236.0
368.0, 68.0, -1, -1, 236.0
366.0, 66.0, -1, -1, 236.0
364.0, 64.0, -1, -1, 236.0
362.0, 62.0, -1, -1, 236.0
360.0, 60.0, -1, -1, 236.0
358.0, 58.0, -1, -1, 236.0
356.0, 56.0, -1, -1, 236.0
354.0, 54.0, -1, -1, 236.0
352.0, 52.0, -1, -1, 236.0
350.0, 50.0, -1, -1, 236.0
348.0, 48.0, -1, -1, 236.0
346.0, 46.0, -1, -1, 236.0
344.0, 44.0, -1, -1, 236.0
342.0, 42.0, -1, -1, 236.0
340.0, 40.0, -1, -1, 236.0
338.0, 38.0, -1, -1, 236.0
336.0, 36.0, -1, -1, 236.0
334.0, 34.0, -1, -1, 236.0
332.0, 32.0, -1, -1, 236.0
330.0, 34.0, -1, 1, 236.0
328.0, 36.0, -1, 1, 236.0
326.0, 38.0, -1, 1, 236.0
324.0, 40.0, -1, 1, 236.0
322.0, 42.0, -1, 1, 236.0
320.0, 44.0, -1, 1, 236.0
318.0, 46.0, -1, 1, 236.0
316.0, 48.0, -1, 1, 236.0
314.0, 50.0, -1, 1, 236.0
312.0, 52.0, -1, 1, 236.0
310.0, 54.0, -1, 1, 236.0
308.0, 56.0, -1, 1, 236.0
306.0, 58.0, -1, 1, 236.0
304.0, 60.0, -1, 1, 236.0
302.0, 62.0, -1, 1, 236.0
300.0, 64.0, -1, 1, 236.0
298.0, 66.0, -1, 1, 236.0
296.0, 68.0, -1, 1, 236.0
294.0, 70.0, -1, 1, 236.0
292.0, 72.0, -1, 1, 236.0
290.0, 74.0, -1, 1, 236.0
288.0, 76.0, -1, 1, 236.0
286.0, 78.0, -1, 1, 236.0
284.0, 80.0, -1, 1, 236.0
282.0, 82.0, -1, 1, 236.0
280.0, 84.0, -1, 1, 236.0
278.0, 86.0, -1, 1, 236.0
276.0, 88.0, -1, 1, 236.0
274.0, 90.0, -1, 1, 236.0
272.0, 92.0, -1, 1, 236.0
270.0, 94.0, -1, 1, 236.0
268.0, 96.0, -1, 1, 236.0
266.0, 98.0, -1, 1, 236.0
264.0, 100.0, -1, 1, 236.0
262.0, 102.0, -1, 1, 236.0
260.0, 104.0, -1, 1, 236.0
258.0, 106.0, -1, 1, 236.0
256.0, 108.0, -1, 1, 236.0
254.0, 110.0, -1, 1, 236.0
252.0, 112.0, -1, 1, 236.0
250.0, 114.0, -1, 1, 236.0
248.0, 116.0, -1, 1, 236.0
246.0, 118.0, -1, 1, 236.0
244.0, 120.0, -1, 1, 236.0
242.0, 122.0, -1, 1, 236.0
240.0, 124.0, -1, 1, 236.0
238.0, 126.0, -1, 1, 236.0
236.0, 128.0, -1, 1, 236.0
234.0, 130.0, -1, 1, 236.0
232.0, 132.0, -1, 1, 236.0
230.0, 134.0, -1, 1, 236.0
228.0, 136.0, -1, 1, 236.0
226.0, 138.0, -1, 1, 236.0
224.0, 140.0, -1, 1, 236.0
222.0, 142.0, -1, 1, 236.0
220.0, 144.0, -1, 1, 236.0
218.0, 146.0, -1, 1, 236.0
216.0, 148.0, -1, 1, 236.0
214.0, 150.0, -1, 1, 236.0
212.0, 152.0, -1, 1, 236.0
210.0, 154.0, -1, 1, 236.0
208.0, 156.0, -1, 1, 236.0
206.0, 158.0, -1, 1, 236.0
204.0, 160.0, -1, 1, 236.0
202.0, 162.0, -1, 1, 236.0
200.0, 164.0, -1, 1, 236.0
198.0, 166.0, -1, 1, 236.0
196.0, 168.0, -1, 1, 236.0
194.0, 170.0, -1, 1, 236.0
192.0, 172.0, -1, 1, 236.0
190.0, 174.0, -1, 1, 236.0
188.0, 176.0, -1, 1, 236.0
186.0, 178.0, -1, 1, 236.0
184.0, 180.0, -1, 1, 236.0
182.0, 182.0, -1, 1, 236.0
180.0, 184.0, -1, 1, 236.0
178.0, 186.0, -1, 1, 236.0
176.0, 188.0, -1, 1, 236.0
174.0, 190.0, -1, 1, 236.0
172.0, 192.0, -1, 1, 236.0
170.0, 194.0, -1, 1, 236.0
168.0, 196.0, -1, 1, 236.0
166.0, 198.0, -1, 1, 236.0
164.0, 200.0, -1, 1, 236.0
162.0, 202.0, -1, 1, 236.0
160.0, 204.0, -1, 1, 236.0
158.0, 206.0, -1, 1, 236.0
156.0, 208.0, -1, 1, 236.0
154.0, 210.0, -1, 1, 236.0
152.0, 212.0, -1, 1, 236.0
150.0, 214.0, -1, 1, 236.0
148.0, 216.0, -1, 1, 236.0
146.0, 218.0, -1, 1, 236.0
144.0, 220.0, -1, 1, 236.0
142.0, 222.0, -1, 1, 236.0
140.0, 224.0, -1, 1, 236.0
138.0, 226.0, -1, 1, 236.0
136.0, 228.0, -1, 1, 236.0
134.0, 230.0, -1, 1, 236.0
132.0, 232.0, -1, 1, 236.0
130.0, 234.0, -1, 1, 236.0
128.0, 236.0, -1, 1, 236.0
126.0, 238.0, -1, 1, 236.0
124.0, 240.0, -1, 1, 236.0
122.0, 242.0, -1, 1, 236.0
120.0, 244.0, -1, 1, 236.0
118.0, 246.0, -1, 1, 236.0
116.0, 248.0, -1, 1, 236.0
114.0, 250.0, -1, 1, 236.0
112.0, 252.0, -1, 1, 236.0
110.0, 254.0, -1, 1, 236.0
108.0, 256.0, -1, 1, 236.0
106.0, 258.0, -1, 1, 236.0
104.0, 260.0, -1, 1, 236.0
102.0, 262.0, -1, 1, 236.0
100.0, 264.0, -1, 1, 236.0
98.0, 266.0, -1, 1, 236.0
96.0, 268.0, -1, 1, 236.0
94.0, 270.0, -1, 1, 236.0
92.0, 272.0, -1, 1, 236.0
90.0, 274.0, -1, 1, 236.0
88.0, 276.0, -1, 1, 236.0
86.0, 278.0, -1, 1, 236.0
84.0, 280.0, -1, 1, 236.0
82.0, 282.0, -1, 1, 236.0
80.0, 284.0, -1, 1, 236.0
78.0, 286.0, -1, 1, 236.0
76.0, 288.0, -1, 1, 236.0
74.0, 290.0, -1, 1, 236.0
72.0, 292.0, -1, 1, 236.0
70.0, 294.0, -1, 1, 236.0
68.0, 296.0, -1, 1, 236.0
66.0, 298.0, -1, 1, 236.0
64.0, 300.0, -1, 1, 236.0
62.0, 302.0, -1, 1, 236.0
60.0, 304.0, -1, 1, 236.0
58.0, 306.0, -1, 1, 236.0
56.0, 308.0, -1, 1, 236.0
54.0, 310.0, -1, 1, 236.0
52.0, 312.0, -1, 1, 236.0
50.0, 314.0, -1, 1, 236.0
48.0, 316.0, -1, 1, 236.0
46.0, 318.0, -1, 1, 236.0
44.0, 320.0, -1, 1, 236.0
42.0, 322.0, -1, 1, 236.0
40.0, 324.0, -1, 1, 236.0
38.0, 326.0, -1, 1, 236.0
36.0, 328.0, -1, 1, 236.0
34.0, 330.0, -1, 1, 236.0
32.0, 332.0, -1, 1, 236.0
34.0, 334.0, 1, 1, 236.0
36.0, 336.0, 1, 1, 236.0
38.0, 338.0, 1, 1, 236.0
40.0, 340.0, 1, 1, 236.0
42.0, 342.0, 1, 1, 236.0
44.0, 344.0, 1, 1, 236.0
46.0, 346.0, 1, 1, 236.0
48.0, 348.0, 1, 1, 236.0
50.0, 350.0, 1, 1, 236.0
52.0, 352.0, 1, 1, 236.0
54.0, 354.0, 1, 1, 236.0
56.0, 356.0, 1, 1, 236.0
58.0, 358.0, 1, 1, 236.0
60.0, 360.0, 1, 1, 236.0
62.0, 362.0, 1, 1, 236.0
64.0, 364.0, 1, 1, 236.0
66.0, 366.0, 1, 1, 236.0
68.0, 368.0, 1, 1, 236.0
70.0, 370.0, 1, 1, 236.0
72.0, 372.0, 1, 1, 236.0
74.0, 374.0, 1, 1, 236.0
76.0, 376.0, 1, 1, 236.0
78.0, 378.0, 1, 1, 236.0
80.0, 380.0, 1, 1, 236.0
82.0, 382.0, 1, 1, 236.0
84.0, 384.0, 1, 1, 236.0
86.0, 386.0, 1, 1, 236.0
88.0, 388.0, 1, 1, 236.0
90.0, 390.0, 1, 1, 236.0
